Day,YTS,WIP,APPROVED
0.0,1.0,0.0,0.0
0.021739130434782608,0.9444444444444444,0.06451612903225806,0.0
0.043478260869565216,0.8333333333333333,0.1935483870967742,0.0
0.06521739130434782,0.7777777777777777,0.25806451612903225,0.0
0.06521739130434782,0.75,0.29032258064516125,0.0
0.06521739130434782,0.7222222222222222,0.3225806451612903,0.0
0.06521739130434782,0.6388888888888888,0.4193548387096774,0.0
0.08695652173913043,0.6388888888888888,0.4193548387096774,0.0
0.08695652173913043,0.8055555555555555,0.22580645161290322,0.0
0.08695652173913043,0.7777777777777777,0.25806451612903225,0.0
0.08695652173913043,0.75,0.29032258064516125,0.0
0.08695652173913043,0.6944444444444444,0.3548387096774194,0.0
0.08695652173913043,0.6944444444444444,0.3548387096774194,0.0
0.08695652173913043,0.5833333333333333,0.4838709677419355,0.0
0.10869565217391304,0.5555555555555556,0.5161290322580645,0.0
0.15217391304347827,0.5277777777777778,0.5483870967741935,0.0
0.15217391304347827,0.4722222222222222,0.6129032258064516,0.0
0.15217391304347827,0.4722222222222222,0.6129032258064516,0.0
0.15217391304347827,0.4722222222222222,0.6129032258064516,0.0
0.15217391304347827,0.4722222222222222,0.6129032258064516,0.0
0.17391304347826086,0.4722222222222222,0.6129032258064516,0.0
0.17391304347826086,0.4444444444444444,0.6451612903225806,0.0
0.17391304347826086,0.41666666666666663,0.6774193548387096,0.0
0.17391304347826086,0.38888888888888884,0.7096774193548387,0.0
0.19565217391304346,0.38888888888888884,0.7096774193548387,0.0
0.19565217391304346,0.38888888888888884,0.7096774193548387,0.0
0.21739130434782608,0.38888888888888884,0.7096774193548387,0.0
0.21739130434782608,0.38888888888888884,0.7096774193548387,0.0
0.30434782608695654,0.2222222222222222,0.9032258064516129,0.0
0.30434782608695654,0.2222222222222222,0.9032258064516129,0.0
0.30434782608695654,0.2222222222222222,0.9032258064516129,0.0
0.30434782608695654,0.2222222222222222,0.9032258064516129,0.0
0.32608695652173914,0.1388888888888889,1.0,0.0
0.32608695652173914,0.1388888888888889,1.0,0.0
0.32608695652173914,0.1388888888888889,1.0,0.0
0.32608695652173914,0.1388888888888889,1.0,0.0
0.32608695652173914,0.1388888888888889,1.0,0.0
0.3695652173913043,0.1388888888888889,1.0,0.0
0.3695652173913043,0.1388888888888889,0.7096774193548387,0.25
0.3695652173913043,0.1388888888888889,0.4838709677419355,0.4444444444444444
0.3913043478260869,0.1388888888888889,0.4193548387096774,0.5
0.3913043478260869,0.1388888888888889,0.25806451612903225,0.6388888888888888
0.3913043478260869,0.1388888888888889,0.4193548387096774,0.5
0.45652173913043476,0.1388888888888889,0.4193548387096774,0.5
0.45652173913043476,0.16666666666666666,0.3870967741935484,0.5
0.45652173913043476,0.16666666666666666,0.3870967741935484,0.5
0.4782608695652174,0.08333333333333333,0.4838709677419355,0.5
0.4782608695652174,0.08333333333333333,0.4838709677419355,0.5
0.4782608695652174,0.08333333333333333,0.4838709677419355,0.5
0.4782608695652174,0.08333333333333333,0.4838709677419355,0.5
0.4782608695652174,0.08333333333333333,0.4838709677419355,0.5
0.5,0.08333333333333333,0.4838709677419355,0.5
0.5217391304347826,0.08333333333333333,0.3225806451612903,0.6388888888888888
0.5434782608695652,0.08333333333333333,0.3225806451612903,0.6388888888888888
0.5434782608695652,0.08333333333333333,0.3225806451612903,0.6388888888888888
0.5652173913043478,0.05555555555555555,0.3548387096774194,0.6388888888888888
0.5652173913043478,0.027777777777777776,0.3870967741935484,0.6388888888888888
0.5652173913043478,0.027777777777777776,0.3870967741935484,0.6388888888888888
0.5652173913043478,0.0,0.4193548387096774,0.6388888888888888
0.6086956521739131,0.0,0.4193548387096774,0.6388888888888888
0.6086956521739131,0.0,0.4193548387096774,0.6388888888888888
0.6086956521739131,0.0,0.4193548387096774,0.6388888888888888
0.6086956521739131,0.0,0.1935483870967742,0.8333333333333333
0.6304347826086957,0.0,0.1935483870967742,0.8333333333333333
0.6304347826086957,0.0,0.1935483870967742,0.8333333333333333
0.6304347826086957,0.0,0.1935483870967742,0.8333333333333333
0.6521739130434783,0.0,0.1935483870967742,0.8333333333333333
0.7608695652173912,0.0,0.1935483870967742,0.8333333333333333
0.7608695652173912,0.0,0.1935483870967742,0.8333333333333333
0.7826086956521738,0.0,0.1935483870967742,0.8333333333333333
0.7826086956521738,0.0,0.0,1.0
0.9130434782608695,0.0,0.0,1.0
0.9565217391304348,0.0,0.06451612903225806,0.9444444444444444
0.9782608695652174,0.0,0.06451612903225806,0.9444444444444444
1.0,0.0,0.0,1.0
