Day,YTS,WIP,APPROVED
0.0,1.0,0.0,0.0
0.05714285714285714,0.7606837606837608,0.2545454545454545,0.0
0.05714285714285714,0.7435897435897436,0.2727272727272727,0.0
0.08571428571428572,0.7435897435897436,0.2727272727272727,0.0
0.11428571428571428,0.4444444444444445,0.5909090909090908,0.0
0.15714285714285714,0.4444444444444445,0.5909090909090908,0.0
0.22857142857142856,0.35897435897435903,0.6818181818181818,0.0
0.22857142857142856,0.10256410256410257,0.9545454545454545,0.0
0.2571428571428571,0.09401709401709403,0.9636363636363636,0.0
0.3142857142857143,0.07692307692307693,0.9818181818181818,0.0
0.32857142857142857,0.07692307692307693,0.9818181818181818,0.0
0.32857142857142857,0.06837606837606838,0.9909090909090909,0.0
0.37142857142857144,0.06837606837606838,0.9909090909090909,0.0
0.37142857142857144,0.07692307692307693,0.9818181818181818,0.0
0.3857142857142857,0.05982905982905984,1.0,0.0
0.41428571428571426,0.05982905982905984,1.0,0.0
0.4714285714285714,0.05982905982905984,0.8272727272727273,0.1623931623931624
0.5142857142857142,0.05982905982905984,0.8545454545454545,0.13675213675213677
0.7142857142857143,0.05982905982905984,0.9090909090909091,0.08547008547008547
0.7285714285714285,0.08547008547008547,0.8818181818181817,0.08547008547008547
0.7285714285714285,0.08547008547008547,0.8818181818181817,0.08547008547008547
0.7571428571428571,0.11111111111111112,0.8545454545454545,0.08547008547008547
0.7571428571428571,0.11111111111111112,0.8545454545454545,0.08547008547008547
0.7857142857142857,0.11111111111111112,0.8545454545454545,0.08547008547008547
0.7857142857142857,0.11111111111111112,0.8545454545454545,0.08547008547008547
0.7999999999999999,0.11111111111111112,0.39999999999999997,0.5128205128205129
0.8142857142857143,0.09401709401709403,0.41818181818181815,0.5128205128205129
0.8285714285714285,0.09401709401709403,0.34545454545454546,0.5811965811965812
0.8714285714285714,0.09401709401709403,0.32727272727272727,0.5982905982905984
0.8857142857142857,0.06837606837606838,0.35454545454545455,0.5982905982905984
0.8857142857142857,0.05982905982905984,0.36363636363636365,0.5982905982905984
0.9,0.05982905982905984,0.2545454545454545,0.7008547008547009
0.9,0.042735042735042736,0.2727272727272727,0.7008547008547009
0.9,0.017094017094017096,0.3,0.7008547008547009
0.9,0.008547008547008548,0.1909090909090909,0.8119658119658121
0.9142857142857143,0.008547008547008548,0.15454545454545454,0.8461538461538463
0.9285714285714285,0.008547008547008548,0.10909090909090909,0.888888888888889
0.9571428571428571,0.0,0.11818181818181818,0.888888888888889
0.9714285714285714,0.0,0.03636363636363636,0.9658119658119659
1.0,0.0,0.0,1.0
